Ranking,Name,FullName,Age,Height,Weight,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,Maximum Wage,Minimum Wage,Average Wage,Maximum Rating,Minimum Rating,Average Rating
1826,Iván Alejo,Iván Alejo Peralta,27,184,76,Spain,75,75,0,1897,414,"RM,LM",RW,Cádiz CF,6000000,27000,12600000,RM,2025,11,2020,FALSE,Not in team,,,,,,
1825,A. Christiansen,Anders Christiansen,32,175,68,Denmark,75,75,0,2087,436,"CM,CAM",CM,Malmö FF,4400000,9000,5700000,CM,2024,10,2018,FALSE,Not in team,,,,,,
1824,Matheus,Matheus Leite Nascimento,39,175,68,Brazil,75,75,0,1809,401,"RM,ST,CF",LM,Zhejiang Professional FC,1800000,8000,2800000,RM,2025,10,2022,FALSE,Not in team,,,,,,
1823,L. Giannetti,Lautaro Giannetti,28,184,79,Argentina,75,77,2,1658,369,CB,CB,Vélez Sarsfield,5500000,15000,8700000,SUB,2023,17,2012,FALSE,Not in team,,,,,,
1822,R. Sessegnon,Ryan Sessegnon,22,178,70,England,75,83,8,1959,430,"LWB,LB",LM,Tottenham Hotspur,12000000,53000,25200000,LWB,2025,19,2019,FALSE,Not in team,,,,,,
1821,S. Zuber,Steven Zuber,30,182,83,Switzerland,75,75,0,2044,439,LW,LW,AEK Athens,5500000,1000,12100000,LM,2025,10,2022,FALSE,Not in team,,,,,,
1820,Kevin,Kevin Vázquez Comesaña,29,173,72,Spain,75,75,0,1836,391,"RB,RWB",RB,RC Celta de Vigo,4900000,21000,10300000,SUB,2023,20,2011,FALSE,Not in team,,,,,,
1819,Jorginhson,Jorgino Silas Ruiz Prestes,30,178,75,Brazil,75,75,0,1923,409,"CDM,CM,CAM",CDM,Ceará Sporting Club,4700000,13000,8900000,CM,2025,8,2022,FALSE,Not in team,,,,,,
1818,M. Eggestein,Maximilian Eggestein,25,181,75,Germany,75,76,1,1941,410,"CDM,CM",CDM,Sport-Club Freiburg,6000000,22000,10700000,CDM,2025,8,2021,FALSE,Not in team,,,,,,
1817,Iborra,Vicente Iborra de la Fuente,34,190,80,Spain,75,75,0,1954,407,"CDM,CM",CDM,Levante Unión Deportiva,1900000,26000,0,CDM,2023,10,2019,TRUE,Not in team,,,,,,
1657,M. Bard,Melvin Bard,21,173,65,France,75,82,7,1888,410,LB,LB,OGC Nice,11000000,24000,23100000,LB,2026,26,2021,FALSE,Not in team,,,,,,
1685,Walexinton,Alexandre Jonas Santos Fernandes,30,177,74,Brazil,75,75,0,1234,402,GK,GK,Club Athletico Paranaense,3700000,11000,7000000,SUB,2025,12,2022,FALSE,Not in team,,,,,,
1655,C. Roldan,Cristian Roldan,27,173,75,United States,75,75,0,2103,441,"RM,CM,CAM",CM,Seattle Sounders FC,6000000,9000,9000000,SUB,2022,7,2015,FALSE,United States,,,,,,
1483,Jean Lucas,Jean Lucas de Souza Oliveira,24,181,78,Brazil,75,80,5,2007,432,"CM,CDM,CAM",CM,AS Monaco,8500000,36000,16800000,SUB,2026,11,2021,FALSE,Not in team,,,,,,
1496,Silas,Silas Katompa Mvumpa,23,189,82,Congo DR,75,82,7,1882,416,"RM,LM,ST",ST,VfB Stuttgart,11500000,20000,23000000,ST,2024,14,2019,FALSE,Not in team,,,,,,
1495,Vítor Tormena,Vítor Tormena de Farias,26,192,84,Brazil,75,78,3,1600,361,CB,CB,SC Braga,6500000,13000,13500000,CB,2024,3,2019,FALSE,Not in team,,,,,,
1494,M. Mudryk,Mykhailo Mudryk,21,175,61,Ukraine,75,85,10,1821,401,"LM,CAM",RM,Shakhtar Donetsk,12500000,750,30000000,LM,2026,20,2018,FALSE,Ukraine,,,,,,
1493,L. Thomas,Luke Thomas,21,177,68,England,75,80,5,1853,396,"LB,LWB",LB,Leicester City,8000000,41000,15800000,SUB,2024,33,2017,FALSE,Not in team,,,,,,
1492,L. Provod,Lukáš Provod,25,189,84,Czech Republic,75,80,5,2117,449,"CM,LM",LM,SK Slavia Praha,8000000,1000,18200000,SUB,2026,17,2019,FALSE,Not in team,,,,,,
1491,M. Viña,Matías Viña,24,181,70,Uruguay,75,78,3,1963,423,"LWB,LM,LB",LWB,Roma,7000000,39000,12400000,SUB,2026,5,2021,FALSE,Not in team,,,,,,
1490,L. Ivanušec,Luka Ivanušec,23,175,76,Croatia,75,82,7,2037,434,"CAM,CM,RM",CAM,Dinamo Zagreb,11500000,900,27600000,SUB,2026,7,2019,FALSE,Not in team,,,,,,
1489,Tiago Djaló,Tiago Emanuel Embaló Djaló,22,190,82,Portugal,75,82,7,1768,399,"CB,RB,LB",CB,LOSC Lille,10500000,23000,22100000,CB,2024,3,2019,FALSE,Not in team,,,,,,
1488,A. Velasco,Alan Velasco,19,167,63,Argentina,75,85,10,1954,416,"LM,LW,CAM",CAM,FC Dallas,12000000,5000,20400000,LM,2025,20,2022,FALSE,Not in team,,,,,,
1487,Daniel Bragança,Daniel Santos Bragança,23,178,71,Portugal,75,84,9,2034,429,CM,CAM,Sporting CP,12500000,11000,27500000,SUB,2025,23,2018,FALSE,Not in team,,,,,,
1486,K. Adeyemi,Karim Adeyemi,20,177,75,Germany,75,87,12,1900,407,ST,ST,Borussia Dortmund,13500000,31000,25700000,RM,2027,27,2022,FALSE,Not in team,,,,,,
1485,Samuel Lino,Samuel Dias Lino,22,178,66,Brazil,75,83,8,1811,389,"LM,ST,RM",LM,Valencia CF,12500000,36000,0,LM,2023,16,2022,TRUE,Not in team,,,,,,
1484,B. Johnson,Brennan Johnson,21,181,71,Wales,75,85,10,1830,401,"RW,ST",RM,Nottingham Forest,12500000,43000,26300000,ST,2026,20,2019,FALSE,Wales,,,,,,
1482,J. Graterol,Joel Graterol,25,176,82,Venezuela,75,81,6,1077,393,GK,GK,América de Cali,7000000,3000,11200000,GK,2022,1,2020,FALSE,Not in team,,,,,,
1498,S. Bornauw,Sebastiaan Bornauw,23,191,83,Belgium,75,81,6,1744,388,CB,CB,VfL Wolfsburg,8000000,30000,15200000,SUB,2026,3,2021,FALSE,Not in team,,,,,,
1481,A. Hickey,Aaron Hickey,20,175,72,Scotland,75,85,10,1871,402,"RB,LB,LWB",RB,Brentford,12000000,28000,25200000,RB,2026,2,2022,FALSE,Scotland,,,,,,
1480,N. Collins,Nathan Collins,21,193,81,Republic of Ireland,75,82,7,1621,368,"CB,RB",CB,Wolverhampton Wanderers,10500000,41000,22100000,CB,2027,4,2022,FALSE,Republic of Ireland,,,,,,
1479,Moncayola,Jon Moncayola Tollar,24,189,86,Spain,75,81,6,1910,411,"CM,CDM",CM,CA Osasuna,9000000,22000,20700000,CM,2031,7,2017,FALSE,Not in team,,,,,,
1478,A. Palavecino,Agustín Palavecino,25,179,74,Argentina,75,76,1,2044,431,"CM,CAM",CAM,River Plate,6500000,16000,9600000,SUB,2024,8,2021,FALSE,Not in team,,,,,,
1477,Fran Navarro,Francisco José Navarro Aliaga,24,179,71,Spain,75,80,5,1803,387,ST,ST,Gil Vicente FC,8500000,12000,18500000,ST,2024,9,2021,FALSE,Not in team,,,,,,
1476,P. Šev?ík,Petr Šev?ík,28,172,66,Czech Republic,75,75,0,2103,439,"CM,RM,CDM",CM,SK Slavia Praha,5500000,1000,12100000,SUB,2025,23,2019,FALSE,Czech Republic,,,,,,
1475,A. Král,Alex Král,24,186,76,Czech Republic,75,80,5,2057,437,"CDM,CM",CDM,FC Schalke 04,8000000,18000,15000000,SUB,2024,30,2019,FALSE,Czech Republic,,,,,,
1474,J. Ramsey,Jacob Ramsey,21,180,72,England,75,85,10,2040,439,"CM,CAM",CAM,Aston Villa,12500000,47000,26300000,CM,2027,41,2017,FALSE,Not in team,,,,,,
1473,R. Rojas,Robert Rojas,26,176,75,Paraguay,75,76,1,1934,416,"RB,CB",RB,River Plate,6000000,15000,8900000,SUB,2024,2,2019,FALSE,Not in team,,,,,,
1472,O. Kossounou,Odilon Kossounou,21,191,81,Côte d'Ivoire,75,84,9,1695,385,"CB,RB",CB,Bayer 04 Leverkusen,12000000,27000,22800000,SUB,2026,6,2021,FALSE,Not in team,,,,,,
1471,A. Pieper,Amos Pieper,24,191,84,Germany,75,79,4,1616,357,CB,CB,SV Werder Bremen,7000000,18000,13100000,CB,2022,5,2022,FALSE,Not in team,,,,,,
1470,Aihen Muñoz,Aihen Muñoz Capellán,24,175,68,Spain,75,80,5,1923,414,LB,LB,Real Sociedad,8000000,22000,17400000,LB,2024,12,2017,FALSE,Not in team,,,,,,
1469,Fran García,Francisco José García Torres,22,167,69,Spain,75,83,8,1874,411,"LB,LM",LWB,Rayo Vallecano,12000000,15000,27600000,LB,2025,3,2021,FALSE,Not in team,,,,,,
1497,T. Teuma,Teddy Teuma,28,176,73,Malta,75,75,0,2083,435,"CM,CDM",CM,Royale Union Saint-Gilloise,5500000,17000,8300000,CM,2024,17,2019,FALSE,Not in team,,,,,,
1499,Riqui Puig,Ricard Puig Martí,22,169,56,Spain,75,83,8,1878,389,CM,CAM,LA Galaxy,12500000,8000,21300000,CM,2025,6,2022,FALSE,Not in team,,,,,,
1530,L. Waldschmidt,Luca Waldschmidt,26,181,74,Germany,75,78,3,1857,382,"CF,ST",CAM,VfL Wolfsburg,7500000,42000,13300000,CAM,2025,7,2021,FALSE,Not in team,,,,,,
1515,S. Giménez,Santiago Giménez,21,182,69,Mexico,75,84,9,1958,420,ST,ST,Feyenoord,12500000,9000,21300000,SUB,2026,29,2022,FALSE,Mexico,,,,,,
1528,J. Martin,Jonas Martin,32,184,77,France,75,75,0,2021,420,"CM,CDM",CM,LOSC Lille,4400000,29000,8400000,SUB,2024,8,2022,FALSE,Not in team,,,,,,
1527,F. Pizzini,Francisco Pizzini,28,178,75,Argentina,75,75,0,1875,405,"RM,LM",RM,Club Atlético Talleres,5500000,16000,8300000,SUB,2025,28,2022,FALSE,Not in team,,,,,,
1526,O. Mangala,Orel Mangala,24,178,80,Belgium,75,80,5,1935,413,"CM,CDM",CM,Nottingham Forest,8500000,45000,16800000,SUB,2024,5,2022,FALSE,Not in team,,,,,,
1525,M. Ngadeu,Michael Ngadeu,31,190,87,Cameroon,75,75,0,1688,378,CB,CB,KAA Gent,3800000,20000,5700000,CB,2023,5,2019,FALSE,Not in team,,,,,,
1524,Moncayola,Jon Moncayola Tollar,24,189,86,Spain,75,81,6,1910,411,"CM,CDM",CM,CA Osasuna,9000000,22000,20700000,CM,2031,7,2017,FALSE,Not in team,,,,,,
1523,G. Rutter,Georginio Rutter,20,182,83,France,75,85,10,1745,375,ST,ST,TSG Hoffenheim,12500000,25000,23800000,ST,2026,33,2021,FALSE,Not in team,,,,,,
1522,C. Cáceda,Carlos Cáceda,30,185,78,Peru,75,75,0,1051,399,GK,GK,FBC Melgar,3700000,750,8100000,GK,2022,12,2020,FALSE,Not in team,,,,,,
1521,K. Furuhashi,Kyogo Furuhashi,27,170,63,Japan,75,75,0,1998,416,"ST,LW",ST,Celtic,6000000,50000,10800000,ST,2025,8,2021,FALSE,Not in team,,,,,,
1520,P. Beruatto,Pietro Beruatto,23,184,78,Italy,75,81,6,1751,381,LB,LB,Pisa,8500000,5000,15300000,LB,2026,20,2022,FALSE,Not in team,,,,,,
1519,M. Kumbulla,Marash Kumbulla,22,191,78,Albania,75,82,7,1598,344,CB,CB,Roma,10500000,39000,20000000,SUB,2025,24,2021,FALSE,Not in team,,,,,,
1518,E. Destano?lu,Ersin Destano?lu,21,195,88,Turkey,75,81,6,1004,410,GK,GK,Be?ikta? JK,7500000,21000,16500000,GK,2023,1,2018,FALSE,Not in team,,,,,,
1517,T. Baši?,Toma Baši?,25,190,82,Croatia,75,80,5,2024,423,"CM,CDM",CM,Lazio,8000000,38000,14200000,SUB,2026,88,2021,FALSE,Not in team,,,,,,
1516,M. Sadílek,Michal Sadílek,23,169,65,Czech Republic,75,80,5,2037,427,"CDM,CM,LB",CDM,FC Twente,8000000,11000,12600000,CM,2024,23,2022,FALSE,Czech Republic,,,,,,
1514,Bruno Costa,Bruno Xavier Almeida Costa,25,174,68,Portugal,75,79,4,1961,415,CM,CM,FC Porto,8000000,12000,16600000,SUB,2024,28,2021,FALSE,Not in team,,,,,,
1500,L. Balerdi,Leonardo Balerdi,23,187,76,Argentina,75,81,6,1707,375,CB,CB,Olympique de Marseille,8000000,26000,16800000,SUB,2026,5,2021,FALSE,Not in team,,,,,,
1513,P. Bucha,Pavel Bucha,24,177,73,Czech Republic,75,79,4,2032,426,"CM,CAM,CDM",CAM,FC Viktoria Plze?,8000000,950,18200000,CDM,2024,20,2018,FALSE,Not in team,,,,,,
1512,L. Tawamba,Léandre Tawamba,32,189,95,Cameroon,75,75,0,1723,372,ST,ST,Al Taawoun,4600000,26000,7600000,ST,2024,3,2020,FALSE,Not in team,,,,,,
1511,J. Lindstrøm,Jesper Lindstrøm,22,182,66,Denmark,75,84,9,1899,415,"CAM,CF",CAM,Eintracht Frankfurt,12500000,22000,23800000,RM,2026,29,2021,FALSE,Not in team,,,,,,
1510,G. Bushchan,Georgiy Bushchan,28,196,84,Ukraine,75,78,3,1022,398,GK,GK,Dynamo Kyiv,5000000,800,11400000,GK,2023,1,2011,FALSE,Ukraine,,,,,,
1509,U. Ra?i?,Uroš Ra?i?,24,193,81,Serbia,75,80,5,2056,437,"CM,CDM",CM,SC Braga,8500000,26000,0,SUB,2023,19,2018,TRUE,Not in team,,,,,,
1508,N. Pérez,Nehuén Pérez,22,186,75,Argentina,75,82,7,1522,331,CB,CB,Udinese Calcio,10500000,13000,20000000,CB,2027,18,2022,FALSE,Not in team,,,,,,
1507,D. Kyereh,Daniel-Kofi Kyereh,26,179,73,Ghana,75,78,3,1808,385,"CAM,ST,RM",CAM,Sport-Club Freiburg,7500000,26000,13300000,SUB,2023,11,2022,FALSE,Ghana,,,,,,
1506,A. Lunin,Andriy Lunin,23,192,87,Ukraine,75,84,9,1119,406,GK,GK,Real Madrid CF,11000000,63000,24800000,SUB,2024,13,2018,FALSE,Ukraine,,,,,,
1505,D. Spence,Djed Spence,21,184,71,England,75,84,9,1715,394,"RWB,RB",RWB,Tottenham Hotspur,12000000,44000,25200000,SUB,2027,24,2022,FALSE,Not in team,,,,,,
1504,Y. Adli,Yacine Adli,21,186,78,France,75,82,7,2005,422,"CM,CAM",CAM,AC Milan,11500000,37000,21900000,RES,2026,7,2021,FALSE,Not in team,,,,,,
1503,L. Openda,Loïs Openda,22,174,78,Belgium,75,83,8,1856,406,ST,ST,Racing Club de Lens,12500000,28000,26300000,ST,2027,11,2022,FALSE,Not in team,,,,,,
1502,B. Mbeumo,Bryan Mbeumo,22,171,75,Cameroon,75,81,6,1975,412,"RW,ST",CAM,Brentford,9000000,40000,18900000,RW,2026,19,2019,FALSE,Not in team,,,,,,
1501,A. Gordon,Anthony Gordon,21,182,74,England,75,84,9,1829,395,"LM,RM",RM,Everton,12500000,26000,26300000,RM,2025,10,2017,FALSE,Not in team,,,,,,
1468,J. Doku,Jérémy Doku,20,173,77,Belgium,75,85,10,1774,391,"RW,RM",CAM,Stade Rennais FC,12500000,32000,26300000,SUB,2025,11,2020,FALSE,Not in team,,,,,,
1467,E. Le Fée,Enzo Le Fée,22,170,58,France,75,82,7,1844,373,"CM,CAM,RM",CM,FC Lorient,11500000,16000,25300000,CM,2024,10,2018,FALSE,Not in team,,,,,,
1466,N. Okafor,Noah Okafor,22,185,85,Switzerland,75,83,8,1896,415,"ST,CAM,LM",RM,FC Red Bull Salzburg,12500000,25000,21300000,ST,2024,77,2020,FALSE,Not in team,,,,,,
1654,N. Rovella,Nicolò Rovella,20,179,70,Italy,75,88,13,1992,415,"CM,CDM",CM,AC Monza,13500000,55000,0,CDM,2023,6,2021,TRUE,Not in team,,,,,,
1433,N. Höfler,Nicolas Höfler,32,181,79,Germany,75,75,0,1849,391,"CDM,CM",CDM,Sport-Club Freiburg,3700000,23000,6300000,CDM,2026,27,2010,FALSE,Not in team,,,,,,
1432,C. Taylor,Charlie Taylor,28,185,70,England,75,75,0,1946,415,LB,LB,Burnley,5000000,38000,9500000,CB,2024,3,2017,FALSE,Not in team,,,,,,
1431,O. Colley,Omar Colley,29,191,87,Gambia,75,75,0,1590,355,CB,CB,U.C. Sampdoria,4700000,18000,8500000,CB,2025,15,2018,FALSE,Not in team,,,,,,
1430,Fernando,Fernando Martínez Rubio,32,185,85,Spain,75,75,0,1249,416,GK,GK,Unión Deportiva Almería,2800000,18000,6200000,GK,2023,13,2017,FALSE,Not in team,,,,,,
1429,S. Bornauw,Sebastiaan Bornauw,23,191,83,Belgium,75,81,6,1744,388,CB,CB,VfL Wolfsburg,8000000,30000,15200000,SUB,2026,3,2021,FALSE,Not in team,,,,,,
1428,M. Rodák,Marek Rodák,25,194,81,Slovakia,75,80,5,1200,417,GK,GK,Fulham,6500000,34000,12800000,SUB,2024,1,2013,FALSE,Not in team,,,,,,
1427,J. Lerma,Jefferson Lerma,27,179,70,Colombia,75,75,0,2035,428,"CDM,CM",CDM,AFC Bournemouth,5500000,38000,11000000,CDM,2023,8,2018,FALSE,Not in team,,,,,,
1426,T. Livramento,Tino Livramento,19,181,71,England,75,85,10,1865,406,"RB,RWB",RB,Southampton,11500000,22000,24200000,SUB,2026,21,2021,FALSE,Not in team,,,,,,
1425,Edu Expósito,Eduardo Expósito Jaén,25,178,68,Spain,75,78,3,2033,428,"CAM,CM,CDM",CM,RCD Espanyol de Barcelona,7500000,17000,16300000,CM,2027,20,2022,FALSE,Not in team,,,,,,
1424,J. Guilavogui,Josuha Guilavogui,31,188,77,France,75,75,0,1916,412,"CDM,CB",CB,VfL Wolfsburg,3900000,35000,6600000,SUB,2023,29,2016,FALSE,Not in team,,,,,,
1423,D. Toköz,Dorukhan Toköz,26,180,75,Turkey,75,78,3,2049,436,"CM,CDM,RB",CDM,Trabzonspor,7500000,32000,14800000,RES,2024,8,2021,FALSE,Not in team,,,,,,
1422,S. Banza,Simon Banza,25,189,77,France,75,78,3,1759,378,ST,ST,SC Braga,7500000,15000,15600000,ST,2027,23,2022,FALSE,Not in team,,,,,,
1421,B. Schmitz,Benno Schmitz,27,182,75,Germany,75,75,0,1913,401,RB,RB,1. FC Köln,5500000,23000,9900000,RB,2024,2,2018,FALSE,Not in team,,,,,,
1419,J. Fuenzalida,José Pedro Fuenzalida,37,170,66,Chile,75,75,0,2038,431,"RW,RM,RB",RM,Universidad Católica,1800000,9000,2500000,RW,2022,19,2016,FALSE,Not in team,,,,,,
1465,T. Lamptey,Tariq Lamptey,21,163,62,Ghana,75,83,8,1829,392,"RWB,RB",RWB,Brighton & Hove Albion,12000000,35000,25200000,SUB,2025,2,2020,FALSE,Not in team,,,,,,
1418,Bruno Costa,Bruno Xavier Almeida Costa,25,174,68,Portugal,75,79,4,1961,415,CM,CM,FC Porto,8000000,12000,16600000,SUB,2024,28,2021,FALSE,Not in team,,,,,,
1417,Nacho Vidal,Ignacio Vidal Miralles,27,180,75,Spain,75,76,1,1850,406,"RB,RWB",RB,CA Osasuna,6000000,23000,13100000,RB,2025,2,2018,FALSE,Not in team,,,,,,
1416,M. Pjaca,Marko Pjaca,27,186,83,Croatia,75,76,1,1901,405,"CF,ST",CAM,Empoli,6500000,81000,0,SUB,2023,14,2016,TRUE,Not in team,,,,,,
1415,M. Sadílek,Michal Sadílek,23,169,65,Czech Republic,75,80,5,2037,427,"CDM,CM,LB",CDM,FC Twente,8000000,11000,12600000,CM,2024,23,2022,FALSE,Czech Republic,,,,,,
1414,J. Graterol,Joel Graterol,25,176,82,Venezuela,75,81,6,1077,393,GK,GK,América de Cali,7000000,3000,11200000,GK,2022,1,2020,FALSE,Not in team,,,,,,
1413,Aihen Muñoz,Aihen Muñoz Capellán,24,175,68,Spain,75,80,5,1923,414,LB,LB,Real Sociedad,8000000,22000,17400000,LB,2024,12,2017,FALSE,Not in team,,,,,,
1412,D. Caligiuri,Daniel Caligiuri,34,182,80,Italy,75,75,0,2101,436,"RM,RWB,CM",RM,FC Augsburg,2600000,26000,4700000,SUB,2023,20,2020,FALSE,Not in team,,,,,,
1411,F. Kainz,Florian Kainz,29,176,71,Austria,75,75,0,1894,391,"LM,RM",LM,1. FC Köln,5500000,27000,9900000,LM,2024,11,2019,FALSE,Not in team,,,,,,
1410,J. Gouweleeuw,Jeffrey Gouweleeuw,30,188,83,Netherlands,75,75,0,1918,408,CB,CB,FC Augsburg,4600000,23000,8300000,CB,2024,6,2016,FALSE,Not in team,,,,,,
1409,J. Lascelles,Jamaal Lascelles,28,188,83,England,75,76,1,1537,328,CB,CB,Newcastle United,5500000,64000,10900000,SUB,2024,6,2014,FALSE,Not in team,,,,,,
1408,H. Lindner,Heinz Lindner,31,188,82,Austria,75,75,0,1141,410,GK,GK,FC Sion,3000000,18000,4400000,GK,2025,1,2022,FALSE,Austria,,,,,,
1407,C. Goodwin,Craig Goodwin,30,180,72,Australia,75,75,0,2010,430,"LM,RM",LM,Adelaide United,5500000,7000,6900000,LM,2025,11,2022,FALSE,Not in team,,,,,,
1406,V. Muriqi,Vedat Muriqi,28,194,86,Kosovo,75,75,0,1700,361,ST,ST,RCD Mallorca,6000000,27000,13200000,ST,2027,7,2022,FALSE,Not in team,,,,,,
1434,S. Ulreich,Sven Ulreich,33,192,87,Germany,75,75,0,1138,399,GK,GK,FC Bayern München,1800000,34000,3000000,SUB,2023,26,2021,FALSE,Not in team,,,,,,
1435,D. Cockburn,Dejon Cockburn,27,178,79,Jamaica,75,75,0,1773,383,ST,ST,AFC Richmond,6000000,46000,11400000,SUB,2024,19,2019,FALSE,Not in team,,,,,,
1436,B. Dr?gowski,Bart?omiej Dr?gowski,24,188,74,Poland,75,78,3,1217,413,GK,GK,Spezia,6000000,11000,11300000,GK,2025,69,2022,FALSE,Poland,,,,,,
1437,C. Guanca,Cristian Guanca,29,175,72,Argentina,75,75,0,1901,407,"CAM,RW,ST",CAM,Al Shabab,5500000,33000,9400000,SUB,2025,8,2019,FALSE,Not in team,,,,,,
1464,I. Baba,Iddrisu Baba,26,185,73,Ghana,75,80,5,1795,394,"CDM,CM,CB",CDM,RCD Mallorca,7500000,22000,17100000,SUB,2024,12,2018,FALSE,Ghana,,,,,,
1463,A. Hickey,Aaron Hickey,20,175,72,Scotland,75,85,10,1871,402,"RB,LB,LWB",RB,Brentford,12000000,28000,25200000,RB,2026,2,2022,FALSE,Scotland,,,,,,
1462,U. Babatunde,Ugo Babatunde,30,186,95,Nigeria,75,75,0,1621,366,CB,CB,AFC Richmond,4600000,38000,8700000,SUB,2023,18,2019,FALSE,Not in team,,,,,,
1461,A. Elis,Alberth Elis,26,183,77,Honduras,75,78,3,1884,411,"ST,RM",ST,FC Girondins de Bordeaux,7500000,10000,14100000,SUB,2025,29,2022,FALSE,Not in team,,,,,,
1460,Bernard,Bernard Anício Caldeira Duarte,29,164,60,Brazil,75,75,0,1853,378,LW,LW,Panathinaikos FC,5500000,1000,12100000,SUB,2024,10,2022,FALSE,Not in team,,,,,,
1459,L. Morgan,Lewis Morgan,25,178,75,Scotland,75,77,2,2005,434,"RW,CF,LW",RM,New York Red Bulls,7000000,9000,11000000,LM,2023,10,2022,FALSE,Not in team,,,,,,
1458,Rony Lopes,Marcos Paulo Mesquita Lopes,26,174,68,Portugal,75,76,1,1837,390,"RW,LW,RM",RW,ESTAC Troyes,6500000,26000,0,RM,2023,11,2019,TRUE,Not in team,,,,,,
1457,Rubens Freitosa,Rubens Jairo Freitosa Costa,38,174,75,Brazil,75,75,0,1957,416,CM,CM,Club Athletico Paranaense,1800000,11000,3400000,CM,2025,28,2022,FALSE,Not in team,,,,,,
1456,J. Cabot,Jimmy Cabot,28,164,64,France,75,75,0,1894,411,"RM,RWB",RM,Racing Club de Lens,5500000,30000,10500000,SUB,2026,19,2022,FALSE,Not in team,,,,,,
1455,Jesus Andradaldo,Jesus Fabrício Andrade Simões,30,177,73,Brazil,75,75,0,1937,404,RB,RB,Cuiabá,4800000,15000,9100000,CB,2025,16,2022,FALSE,Not in team,,,,,,
1454,O. Kuko?,Ozzie Kuko?,22,174,61,England,75,82,7,1928,414,"RM,RB",RM,AFC Richmond,11500000,37000,24200000,SUB,2023,7,2019,FALSE,Not in team,,,,,,
1453,Marcano,Iván Marcano Sierra,35,190,78,Spain,75,75,0,1710,364,CB,CB,FC Porto,1500000,9000,3000000,SUB,2023,5,2019,FALSE,Not in team,,,,,,
1452,M. Camara,Mady Camara,25,182,80,Guinea,75,80,5,2084,450,"CM,CDM",CM,Roma,8000000,47000,14200000,SUB,2024,20,2018,FALSE,Not in team,,,,,,
1451,F. Uduokhai,Felix Uduokhai,24,193,89,Germany,75,79,4,1664,369,CB,CB,FC Augsburg,7000000,20000,13100000,SUB,2024,19,2020,FALSE,Not in team,,,,,,
1450,A. Cornelius,Andreas Cornelius,29,193,91,Denmark,75,75,0,1779,380,ST,ST,F.C. København,5500000,25000,7200000,ST,2027,14,2022,FALSE,Denmark,,,,,,
1449,S. Bell,Stefan Bell,30,192,88,Germany,75,75,0,1574,339,CB,CB,1. FSV Mainz 05,4600000,23000,7800000,CB,2023,16,2010,FALSE,Not in team,,,,,,
1448,T. O'Brien,Tom O'Brien,27,186,85,England,75,78,3,1159,415,GK,GK,AFC Richmond,5500000,31000,10900000,SUB,2023,1,2019,FALSE,Not in team,,,,,,
1447,Rodrigo Ely,Rodrigo Ely,28,188,83,Brazil,75,75,0,1447,323,CB,CB,Unión Deportiva Almería,4800000,23000,10600000,CB,2024,19,2022,FALSE,Not in team,,,,,,
1446,Rubén Pérez,Rubén Salvador Pérez del Mármol,33,178,72,Spain,75,75,0,1885,393,"CDM,CM",CDM,Panathinaikos FC,2800000,850,6200000,CM,2023,4,2021,FALSE,Not in team,,,,,,
1445,K. Adeyemi,Karim Adeyemi,20,177,75,Germany,75,87,12,1900,407,ST,ST,Borussia Dortmund,13500000,31000,25700000,RM,2027,27,2022,FALSE,Not in team,,,,,,
1444,L. Miranda,Leonel Miranda,28,173,70,Argentina,75,75,0,2046,430,"CM,CDM",CM,Racing Club,5500000,19000,8300000,CM,2023,19,2020,FALSE,Not in team,,,,,,
1443,S. Birindelli,Samuele Birindelli,22,175,70,Italy,75,83,8,1896,406,"RWB,RM,RB",RWB,AC Monza,12000000,33000,22800000,RM,2026,19,2022,FALSE,Not in team,,,,,,
1442,P. Stojanovi?,Petar Stojanovi?,26,178,72,Slovenia,75,78,3,1920,412,RB,RB,Empoli,7000000,11000,13100000,RB,2025,30,2022,FALSE,Not in team,,,,,,
1441,V. Lazaro,Valentino Lazaro,26,180,75,Austria,75,76,1,2034,432,"RWB,RM,RB",RWB,Torino F.C.,6000000,45000,0,SUB,2023,19,2019,TRUE,Not in team,,,,,,
1440,K. Hause,Kortney Hause,26,191,77,England,75,77,2,1728,375,CB,CB,Watford,6000000,58000,0,SUB,2023,30,2019,TRUE,Not in team,,,,,,
1439,Pedrinho,Pedro Filipe Barbosa Moreira,29,170,65,Portugal,75,75,0,2068,422,"CM,CAM",CAM,MKE Ankaragücü,5500000,16000,11000000,CM,2024,8,2022,FALSE,Not in team,,,,,,
1438,Aguado,Álvaro Aguado Méndez,26,175,71,Spain,75,78,3,1943,415,"CM,CAM,CDM",CM,Real Valladolid CF,7500000,22000,16300000,SUB,2023,6,2019,FALSE,Not in team,,,,,,
1529,D. Pelkas,Dimitrios Pelkas,28,175,73,Greece,75,75,0,1917,397,"CAM,LM,CM",CAM,Hull City,5500000,56000,0,LM,2023,20,2020,TRUE,Not in team,,,,,,
